placement,local_bsz,step_time,sync_time,gpu_time,data_time,other_time
1234,64,0.0466,0.0064,0.0421,0.0003,0.0042
1234,128,0.0675,0.0059,0.0639,0.0001,0.0035
1234,256,0.1184,0.006,0.1137,0.0002,0.0046
1244,32,0.0383,0.0059,0.0343,0.0002,0.0038
1244,64,0.0477,0.0066,0.0431,0.0003,0.0043
1244,128,0.0689,0.0064,0.0651,0.0002,0.0036
1244,256,0.1189,0.007,0.1148,0.0001,0.0039
1333,32,0.0373,0.006,0.0332,0.0003,0.0038
1333,64,0.0459,0.0058,0.0415,0.0003,0.0041
1333,128,0.0678,0.0061,0.0639,0.0001,0.0037
1333,256,0.1189,0.0075,0.1152,0.0002,0.0035
1334,32,0.0376,0.0061,0.0333,0.0002,0.004
1334,64,0.0453,0.0055,0.041,0.0003,0.004
1334,128,0.0681,0.006,0.0636,0.0001,0.0044
1334,256,0.1194,0.0073,0.1149,0.0001,0.0044
1344,32,0.0384,0.0063,0.0343,0.0002,0.0038
1344,64,0.048,0.0068,0.0432,0.0003,0.0046
1344,128,0.0701,0.0062,0.0644,0.0001,0.0056
1344,256,0.1191,0.0073,0.1149,0.0001,0.0041
1444,32,0.0375,0.0053,0.0338,0.0003,0.0035
1444,64,0.0484,0.0079,0.0443,0.0003,0.0038
1444,128,0.0702,0.0073,0.066,0.0001,0.004
1444,256,0.1203,0.0073,0.1154,0.0001,0.0048
2222,32,0.038,0.005,0.0338,0.0003,0.004
2222,64,0.0465,0.0056,0.0423,0.0003,0.004
2222,128,0.0723,0.0071,0.0664,0.0003,0.0056
2222,256,0.1184,0.0059,0.1143,0.0002,0.004
2222,512,0.2176,0.0082,0.2123,0.0001,0.0052
2223,32,0.0383,0.0057,0.0337,0.0002,0.0044
2223,64,0.0465,0.0063,0.0423,0.0003,0.0039
2223,128,0.0696,0.0062,0.0648,0.0002,0.0046
2223,256,0.1194,0.0073,0.1155,0.0001,0.0037
2224,32,0.0382,0.0058,0.034,0.0003,0.0039
2224,64,0.0465,0.0055,0.0413,0.0003,0.005
2224,128,0.0685,0.0058,0.0645,0.0001,0.0039
2224,256,0.1189,0.0065,0.115,0.0001,0.0038
2233,32,0.038,0.006,0.034,0.0002,0.0038
2233,64,0.0461,0.0063,0.0416,0.0003,0.0042
2233,128,0.0682,0.0061,0.0645,0.0001,0.0035
2233,256,0.1208,0.0086,0.1165,0.0001,0.0041
2234,32,0.0382,0.0059,0.0341,0.0002,0.0038
2234,64,0.0469,0.0068,0.0428,0.0003,0.0039
2234,128,0.0695,0.0066,0.0649,0.0001,0.0045
2234,256,0.1191,0.0074,0.1151,0.0001,0.0038
2244,32,0.0384,0.0053,0.0341,0.0003,0.004
2244,64,0.0478,0.0061,0.0434,0.0003,0.0042
2244,128,0.0693,0.0067,0.0655,0.0001,0.0037
2244,256,0.1202,0.0064,0.1149,0.0002,0.0052
2333,32,0.0378,0.0061,0.0339,0.0002,0.0037
2333,64,0.0456,0.0061,0.042,0.0003,0.0034
2333,128,0.0686,0.0057,0.0635,0.0001,0.0049
2333,256,0.1197,0.0079,0.1157,0.0001,0.0039
2334,32,0.0378,0.0054,0.0332,0.0002,0.0043
2334,64,0.0452,0.0055,0.0411,0.0003,0.0039
2334,128,0.0705,0.0072,0.0662,0.0001,0.0041
2334,256,0.118,0.0062,0.1142,0.0002,0.0036
2344,32,0.0389,0.0063,0.0342,0.0003,0.0044
2344,64,0.0467,0.0065,0.0431,0.0003,0.0033
2344,128,0.0691,0.0065,0.0649,0.0001,0.0041
2344,256,0.1208,0.008,0.1163,0.0001,0.0044
2444,32,0.0386,0.006,0.0344,0.0003,0.004
2444,64,0.0478,0.0066,0.0435,0.0003,0.004
2444,128,0.0692,0.0058,0.0642,0.0001,0.0048
2444,256,0.1201,0.0071,0.1153,0.0001,0.0047
3333,32,0.0377,0.0064,0.0342,0.0002,0.0033
3333,64,0.0457,0.006,0.0411,0.0003,0.0043
3333,128,0.0686,0.0058,0.0635,0.0001,0.005
3333,256,0.1182,0.0068,0.1146,0.0001,0.0035
3334,32,0.0385,0.0063,0.0343,0.0003,0.004
3334,64,0.048,0.0068,0.0424,0.0003,0.0053
3334,128,0.0701,0.0085,0.0664,0.0001,0.0036
3334,256,0.1191,0.0078,0.1156,0.0001,0.0034
3344,32,0.0384,0.0068,0.0347,0.0003,0.0034
3344,64,0.0462,0.0067,0.0426,0.0003,0.0034
3344,128,0.0695,0.0073,0.0656,0.0001,0.0038
3344,256,0.1192,0.007,0.115,0.0001,0.0041
3444,32,0.0394,0.0075,0.036,0.0002,0.0032
3444,64,0.0489,0.0072,0.0438,0.0003,0.0049
3444,128,0.0679,0.0051,0.0634,0.0001,0.0043
3444,256,0.1198,0.0063,0.1145,0.0002,0.0052
4444,32,0.0391,0.0071,0.0357,0.0003,0.0032
4444,64,0.0475,0.0069,0.043,0.0003,0.0042
4444,128,0.0693,0.0068,0.0656,0.0001,0.0036
4444,256,0.1218,0.0083,0.1172,0.0002,0.0045
