placement,local_bsz,step_time,sync_time,gpu_time,data_time,other_time
2344,2,0.183,0.0201,0.1781,0.0003,0.0046
2344,4,0.2135,0.0135,0.2082,0.0003,0.0049
2344,8,0.2868,0.0106,0.2815,0.0003,0.005
2344,16,0.4596,0.0223,0.439,0.0003,0.0203
2444,2,0.1857,0.0195,0.1807,0.0003,0.0048
2444,4,0.2154,0.0122,0.2099,0.0003,0.0052
2444,8,0.2904,0.0101,0.2843,0.0003,0.0058
2444,16,0.4444,0.0232,0.4357,0.0003,0.0084
3333,2,0.1804,0.0297,0.1768,0.0003,0.0034
3333,4,0.2118,0.0199,0.2062,0.0002,0.0053
3333,8,0.2934,0.0199,0.2863,0.0003,0.0067
3333,16,0.4584,0.0235,0.445,0.0003,0.0131
3334,2,0.1828,0.0248,0.1782,0.0003,0.0043
3334,4,0.2164,0.0162,0.209,0.0003,0.0071
3334,8,0.2943,0.0165,0.286,0.0003,0.008
3334,16,0.4668,0.0379,0.4493,0.0002,0.0173
3344,2,0.1824,0.0227,0.178,0.0003,0.0041
3344,4,0.215,0.0163,0.2102,0.0003,0.0045
3344,8,0.2897,0.0133,0.2834,0.0003,0.0061
3344,16,0.4651,0.0255,0.4466,0.0003,0.0181
3444,2,0.1862,0.0259,0.1818,0.0003,0.0042
3444,4,0.216,0.0151,0.2113,0.0003,0.0044
3444,8,0.2971,0.0186,0.2904,0.0003,0.0064
3444,16,0.4537,0.0262,0.4426,0.0003,0.0107
4444,2,0.1846,0.0217,0.1798,0.0003,0.0045
4444,4,0.2178,0.0161,0.2135,0.0003,0.0039
4444,8,0.2903,0.0109,0.2857,0.0003,0.0043
4444,16,0.4748,0.0258,0.4587,0.0004,0.0157
